commentText,sentiment
although initial call back response prompt ive waiting 4 days get appointment confirmed although urgent ie day appointment hoping see someone next 23 weeks,negative
tests doen month ago tests results ok get call weeks later telling doctor needs call one results information given person called informed tests ok told someone knows call pm next day noone called practice used really goodwhat shame,negative
told appointment secretary acting like fault didnt attend extremely rude manners tone voice disgusting talking im trying speak disgrace hung queue 30 like im going call back wastes time,negative
afraid forced practiced merged found staff friendly need lessons dealing public comes ordering repeat prescriptions online system makes mistakes nearly always need ring sort items havent issued need call queue least 50 minutes often get cut recorded message tells use online messaging system dead loss never respond promised merger gp services bridlington would greatly improved opposite happened feel quality health care bridlington best poor bordering unsafe,negative
econsult poor declining mental health due bereavement explained severe symptoms thought may get appointment fairly soon however astounded given back 2 weeks time felt like could wait 2 weeks ’ tried get help gp ’ dealing mental health for10 years every time try get help get pushed around houses ’ get anywhere,negative
tried make follow appointment several times already found confusing well unfriendly unhelpful left feeling leave previous surgery feel previous interaction want find different better surgery,negative
unable book telephone appointment gp month already tried call 831 appointment left dont know,negative
moved woking registered family gp including newborn baby tried book appointment baby said baby registered asked us register even though registration confirmation email without choice registered called us booked appointment 6 8week review wife well baby including vaccination appointment baby skin rash infection refer earlier feedback checked reception babys 6 8week review vaccination staff went computer reconfirmed us received prescription day gp went prescribed pharmacy refused give medication baby saying prescription didnt doctors signature tried get gp phone call sort usual hours long waiting one picked call made us frustrated went gp along baby day 6 8week appointment turned us saying appointment booked wife baby quite shock appointment confirmed twice—through phone call well facetoface without choice tried book appointment reception baby asked us call week due date vaccination already passed blunder mistake committed gp might poor admin management insufficient training staff something else dont know lot stress going much hard gp everything far 2 weeks risking baby especially vaccination due entire family going lot mental stress kinds backtoback frustrating worstcase incidents gp especially newborn baby something management needs take seriously never faced kinds incidents previous gp even thinking changing gp somewhere even though closest one residence kinds messups keep happening us,negative
luckily dont usually get sick problem completely ignored went make appointment said would call back half hour give appointment time two hours didnt call called said would call back within next hour didnt either impossible get appointment,negative
parents registered gp practice getting appointment always challenge due busy phone lines rude receptionists recently changed sameday appointment system new online process difficult familiar like parents form website hard navigate userfriendly multiple pages fill parents late 60s struggle get appointments suffer unless someone helps fill form gp service accessible ae isnt case feels like discrimination arent receiving proper care realise likely ill receive comment saying issues notified gp thats asked feedback told website howeverunable find may need website update well,negative
dont know receptionist except one receptionist rude always ask need appointment see doctor mean would call fine top one literally compared problem mine refuse give person visit doctor make decision severe problem also one doctor doesnt talk nicely explaining issue even though patient respectful instead would disagree feel put notes looks fine potentially cause misdiagnosis,negative
totally agree review gone downhill since taken weoley surgery virtually gp service expected go main surgery isnt gp practice supposed offer local service,negative
practice shown great initiative worked really hard improve upon working practices knowledge managementdissemination patients via newsletter facebook page triage tool etc also witnessed best practices gp consultation rooms nursing staff really hard working reception pharmacy teams post pandemic 2024 however unfortunately cause visit gp surgery sep 2024 undermined efforts consultation included examination monitoring vital signs effort establish red flag symptoms present particularly pertinent case thinking leaving practice although life,negative
website filled form lengthy one register practice come withing encachment area practice say registered another practice bracknell cant move evergreen yet denied registration update info website filling registering certain type people dont share sensitive info waste time words surgery small surgery cant cope manythen take new patients picky choosy,negative
staff gp cert rude almost impossible make appointment even children always say full surprise every time went one person waiting really wish someone would take stand gp everyone speak unhappy langstone way surgery,negative
youre pushed book everything online form fine expected never respond requests telephone consultations appointments within timescales set ive given moving new surgery,negative
waited 2 hours phone 9th queue 1st queue half hour gave went surgery told 1 doctor triage system iknow doctors busy ridiculous used excellent practice going downhill fast shame thinking changing practice probably experiencing many patients enough doctors,negative
calling surgery gettig impossible supposed open 815am phone 2 hours response think receptionist looked efficient hiring rubbish,negative
appointment good however practitioner attended said hed put prescription rowlands next door didnt im left wondering go collection prescriptions terms handover youre promised 2 10,negative
receptionist rude unhelpful lacks empathy ignored speaking didnt acknowledge could politely asked wait empathy stated issue disappointing service,negative
child complex medical conditions simple cold bad receptionist dont pay attention without even looking system say sorry appointments try explaining happens fast go point hospital could call dont want know extremely unwell child appointments help saying one receptionist went beyond helping source medication,negative
extremely disappointed service despite calling every morning 830 onwards several weeks yet secure appointment level unresponsiveness unacceptable,negative
daughter wikalo thats gone bad shes let touch needs antibiotics want doctors make appointment nurse doctor told take ae like still cant get head round hospitals sooo much pressure yet sending poorly finger mind boggles tbh surely gp community nurse first port call reacting,negative
find getting better advice chemist regarding certain issues health like using patches far complicated hard understand end talking telephone doctor ’ know anything problems,negative
appointment system outdated dangerous trying get appointment 3 weeks solid every morning 8am never get appointment passed walk centres struggling even gp services ’ provide things need ’ always going back forth ended ae recently condition got worse turned medical emergency could access gp ’ told need follow appointment hospital gp discuss care plan update medication still ’ get appointment condition ongoing surgery booking system needs overhaul 24 day ’ trying get appointment counting understand nhs pressure 1 doctor thousands patients wrong told merging doctors chp would give us appointments since merger ’ impossible get appointment,negative
waiting 9 monthes ultra sound scan appointment find receptionist never spoke doctor today told needed start first appointment 11 july wait 30 queue phone perhaps get likely line drops possibly get nurse make make referral completely disorganised hearing questions positive helpful way dealing problem offering service fault tried rectify way went surgery oct 2022 saw new doctor seemed like wanted help unfortunately wasnt enough complete lack organisation way run changing doctors think surgery closed giving service let alone good bad,negative
simply trying failing get appointment spending hours £ phone 830am 24 calls ahead unusual told finally get appointments foreseeable future gone extremely frustrating deeply disturbing calling surgery help health care services told doctors extremely busy sure reason give appointments future current system makes sense left name need anonymous happy anyone call discuss,negative
ring appointment 27 queue get 17 cut econsult actually managed access uploaded picture thrown back nurses great infected wound needs dressing change getting appointments difficult noticed changes mole hence photo via econsult point ringing wont get offered appointment weeks away doctors good actually get see one september last year manager responds review saying call back system introduced well hasnt 8 months,negative
called gp office advised go pharmacy also give consultation issue antibiotic new thing went pharmacy said service limited comes antibiotic refer back gp office known stick appointment given day link sent pharmacy gp next day appointment booked 10 minutes later text said sorry problem booking rebooked thing happend 10 minutes text surgery saying trying call call today prioprity call back waited hour phone next booking 2 weeks time check dont request check need see doctor antibiotic heated conversation give friday morning son followed advise links totally messed appointment taking responsibility used good expanding new technology need able know confusing well patiences go ae wait 8 hours waiting,negative
ive caller number 1 que past 10mins recorded greeting directs patients mobile app either doesnt provide required service fails alert practice requests frustratingly ordering repeat prescription near impossible without making formal complaint horrible service every time,negative
phoned surgery 1730hrs number 3 queue 1800 hrs number 1 queue 1900hrs still response phoned surgery friends phone 1900hrs told surgery closed,negative
rang today told needed blood test 12 que connected holding 15 minutes got 10 hung absolutely appalling afternoon rang even appointment rush time yes know request call back want listening phone god knows long take call back use available staff answer incoming calls instead calling back convenience,negative
way gp appointments run genuinely worrying gp told fill econsult 730 never get appointments previously called 8 even hold hours may lucky get appointment much appointment run 801 access healthcare,negative
called triage unwell toddler hours surgery told triaging stops 1300 told call tomorrow 17 hours later raised told could call 111 hours 1830…i ’ understand calling ‘ hours ’ service ‘ hours ’ offered service understand appointments may gone day could looked following day rather clogging phone line 8am ‘ manage ’ symptoms start line referral process highly frustrating wanting support unwell child,negative
appointment system surgery long horrendous call commuting 830am sit hold 30 mins get queue another 20 told appointments left try tomorrow replaced klinik klinik awfullist times available mean call appt wording poor leaves responses open much interpretation example explained appointment child would need outside school hours ultimately offered 845am school starts 840am guess booker kids starts work 9 main problem though youve submitted request next unlimited wait someone get back could hours could days week way chase upstill cant get reception speak person without sitting automated system age way leave message without klinik blue youll get text stating appointment call timeno discussion option accept otherwise people lives kids jobs would nice able make appointment time convenient know time point booking twice tried get appointments kids offered 730am 845am monday text arriving friday night way let school know late monday late work ordered repeat prescription via klinik absolutely zero idea processed message even read much effort say got collect 3 days guarantee ill head pharmacy met blank stares im online booking system sucks please treat us little respect consideration,negative
got go reception dont seem know talking wrong advice given everytime refuse book appointments gp used visit practice always full patients always empty tell appointments available busy sit phone rings rings nobody answers place isnt fit purpose incompetent reception staff practice secretary needs change,negative
chest check weigh taken request blood tests disappointed service appointment came 5 days phone call…,negative
met consultants twice undertook requested blood test one responded called back result test,negative
patient complex needs feels important see doctor patient ’ point view ’ building rapport confidence ‘ doctor ’ knows ‘ history ’ build rapport someone respects person ’ keep waiting freezing cold waiting room appointment feels disrespectful rude practice needs introduce boundaries long consider ’ acceptable keep patient waiting particularly patients see time take patient long leave gap seeing next point view arrived promptly ten minutes appointment found unacceptable waiting well hour appointment time previous patient left room forty minutes waiting room absolutely freezing leaving feeling worse already doctor allocated made feel wanted could explain symptoms made move examine feel basic examination warranted opinion first step coming sort diagnosis referral treatment required excellent doctors practice really need good doctor unacceptable first port call gp sorrel bank sort must know doctors one wants see,negative
poor health last couple years needed help advice doctor occasions may wait three weeks month phons consultation sometimes wait next months diary open start month wait phone 40 minute cue order telephone appointment ordering medicineprescriptions farcical go surgery fill form place box provided says collect boots margate high street within two three days week later im told still hub… arriving two three days prescription goes doctors receptionist boots…boots make package margate order sent hub sent back margate high street boots process time one occasion…10 days plus want talk receptionist condition people must get poorer waiting prescription cost money go surgery boots margate told yet say text arrives……no dont cant get phone call 800am 400 others trying get im working 800am cant call…… place shambles disgrace whoever oversees practice needs look reviews listen people… keep changing things thinking people fall unbelievable level incompetance,negative
doubt professionals doctors surgery exceptional extremely caring however sitting behind doors witnessing patients often front office staff lacking social skills stand minutes sitting behind glass fronted room gabble particularly bothered person standing ive yet hear say good afternoon may help suggest matter urgency receptionist given simple a4 piece paper key phrases explaining interact customer properly would go long way diffuse situation soon anyone approaches front window smiling face welcome greeting sorry lichfield surgery simply rocket science,negative
get appointment joke today previous experiences rang today told ring morning 8am explained worked permanent nights would mean going bed get bed ring sat queue hopefully get appointment time suits try go back sleep night shift… asked could help receptionist went ask told tell ‘ ’ ’ thanks duty care let ’ hope ’ accident going coming home work lack broken sleep poor service book advance,negative
groin injury whilst gardening 2022 xray showed arthritis narrowing joint area told phone causing extreme pain asked next didnt know self referred physio aug 2022 lost notes father fall hospital life ending mother well either also hospitalised called gp extreme stress pain couldnt cared less muddled father died 2023 couldnt get appointment gp contacted physio number appt couldnt exercises pain referred physio advanced physio took oct 23 end jan 24 appt come meanwhile could get gp support painkillers physio also wrote gp avail advanced physio sent date xray carried 15th feb 2024 finally got diagnosis 13 march 2024 advanced arthritis hip requiring hip replacement need referred consultant oct 23 march 24 asked many time see gp avail triage team read request details indifferent told repeatedly referred surgery pharmacist rang desperation finally getting someone answer call usually 40 queue begged speak gp got call back receptionist appt advanced clinical practitioner saw c p supposed make follow call never ran useless medication time make online request prescription written another appt pharmacist 2 weeks later ring reception get emergency appointment still heard nothing c p discuss medication possible support chance speaking gp pay see advice private physiotherapist get sort sensible advice speak someone indifferent general attitude n h overrun must joking expect sort quality treatment nontreatment misleading obstructive getting correct information move forward time late may well bother,negative
patient surgery since child 40 years matter moved remained surgery last month blue received message say longer within catchment area therefore would find new doctor number health issues currently middle referral told ive redacted surgery database ridiculous disgusting treatment vulnerable patient currently leaving 2 young children without access doctors surgery called morning son unwell told nothing could even though explained registered practice attempted speak practice manager several occasions either told call back available taxpayer resident country believe right choose register service regardless live feel denied thsinright woodbridge medical centre,negative
yesterday covid flue inoculation 20 minutes late appointment time staff pleasant,negative
painful experience ’ need already painfully unwell reception staff promised appointment day triage call ’ made aware ’ already private triage told see someone person asap followed protocol thought sounded like knew talking telephone call gp said ridiculous ’ booked telephone call needed see someone person first port call appts left really stupid way things ’ bad pain trying avoid using ae valuable time phone back staff give half apology able resolve anything book see anyone person,negative
ringing met terrivle manners looking changing drs even surgery care shocking repeat prescriptions never pharmacy ring met receptionists hang midway conversation hospital letters infront ’ reading hung awful staff ’ care patients sit back reception ignoring patients stood desk,negative
ive severe pain ive trying get appointment practice weeks numerous phone calls attempts seems impossible one get appointment practice please enlighten,negative
certain reviews accord elderly mothers experience dementia deaf often immobile hasnt able use phone ages often cant get surgery call try get seen mostly told gp appointments offered nurse instead told call back another time told call know incorrect shes housebound 3 months following fall asked home visit never one available told call another time dont live close carers call saying needs see gp district nurses need gp refer happened surgery good sure good gps system favours younger able less complex patients,negative
receptionist dont know time waited 40mins last appointment went 1 month waiting 20 mins asked said dont appointment clearly lying recorded time date midwife dont make feel comfortable especially pregnant dont explain babys measurement checked shame get paid dont like job simply find another one,negative
apparently available 3 weeks give quick call discuss abnormal blood results rude phone recommend practice,negative
medic introduce unsure doctor advanced practitioner dressed blue scrubs called wrong name reception training staff consequently wait 15 minutes book medic assumed late rushed consultation told running behind poor outcome medic poor interpersonal skills,negative
left wait 38 minutes appointment apology remorse people jobs attend people use lunch breaks attend appointments surgery quick penalise people turning late ’ even apology delay caused surgery 38 minutes joke continues ’ move family different practice park medical need audited,negative
needed speak doctor associate high blood pressure told return certain number questions list relevant l given appointment two weeks time like lady one review l say yes answers get phone call email back even though answer enquiries person l spoke quite rude told go e l really needed blood pressure tablets answers doctor associate ’ need extra stress life l need well husband dementia needs reviewed patients similar circumstances,negative
bought new book appointments line try access website indonesian company pops surgery unable book line website access hacked get phone waiting speak 25 minutes 12 queue answered everest house need get sorted fast,negative
waiting best part month consultation received call bland text late day text suggested phone switched wasnt phone set alert calls calls made text delivered switched phone without problem following morning tested switched scenario went straight voicemail switched message turned phone back got sms alert missed call end day surgery closed unable respond wait another n weeks speak someone,negative
high expectations gp registered new gp practise today decided gp ’ meeting needs contacted island health told appointments available called 111 thereafter told gp appointments available see system receptionist called back say appointments suddenly become available 111 contacted point registered ’ give appointments clearly slots available much pain bothered bad gp practise disappointing,negative
disappointed patient lambgates 25 years always impressed staff treatment unfortunately worried feel let request urgent prescription rejected medication needs carefully checked regularly dangerous overdose take enough also test strips requested use date machine rejects date test strips need used within limited time within months waste surgerys time check inr home every week sometimes twice keeping inr within range purchased expensive machine permission lambgates upset stressed prescription request rejected without explanation occasionally error test inr needs checked days later use extra strips need request prescription early give pharmacy enough time order stock shame normally well run efficient health centre let something like,negative
sent appointment request klinik system 11th may many instances system receptionists make appointments even system standard answer wait system opens received appointment 5th june sent message request followed receptionist said long waiting list thats way really disappointed feel let crowshott avenue practice reception services worse understanding proper answers repeat birthdate thrice one appointment roomful patients literally repeating loud staff couldnt get professionalism contacting gp practices need move another surgery,negative
contacted trying book appointment realising already booked confirmed appointment 430 pm telephone drove practice time confirmed appointment member staff reception told doctor would see soon waited hour watching numerous patients see doctor went back reception told appointment 630pm unable wait leave,negative
numerous contact via phone contact form klinik ’ working still repeat prescriptions 2 days supply left surely doctor supposed increase stress levels blood pressure shockingly poor service think need move,negative
2 weeks passed still waiting contact surgery medication review using econsult practice obstructs patient contact every opportunity meanwhile queue behind people using surgery live area ie winscombe gp surgery wsm,negative
tried phoning today make appointment impossible get tried e consult end wouldnt send said need talk doctor today tried another 29 times gave confidence surgery,negative
left review yesterday able get gp appointment test result park surgery shirley requested make appointment text based yesterdays experience confident ill let know happens,negative
phoned outstanding delivery medication told pharmacist rang told record rang medical centre told prescription done bo record previous call 29 minutes assured would done earth going btw first phoned chase prescription hold time finally got person hung happing country,negative
appointment system awful never get appointment need let alone face face even telephone consultation appointment never available appears practice protocol regularroutine blood tests patients even patients compromised immune system feeling unwell since past 3 weeks hence wanted see gp discuss get blood test done least know vitamin deficiency cause morning called surgery sharp 8am wait long queue either get cut told appts available day call next day 8 next disappointment times recorded message staff training day closed morning needed see gp assurance need medication one nevermind luckily feeling better still need full blood test ensure nothing new developed health condition understand gp ’ entire nhs system much pressure deserve get see gp face face generally feeling unwell,negative
phoned 0810am morning eventually received call back surgery 1000am requested psa blood test receptionist asked gave dob makes age 74 given nhs government constantly reminding 50 ’ psa blood test thought strange answer request wait another week speak medical advisor doubt interrogate make judgement whether qualify psa blood test shameful response would expected gp practise many others contributed many years paying ni contribution,negative
terrible called yesterday behalf baby reception take history say doctor call back later evening callback say ’ need see baby say antibiotic sent pharmacy details given go pharmacy twice nothing callback today initially say record two previous phone calls put doctors call list ’ closed call back 2 days chasing treatment 1 year old clearly unreliable wait monday treatment due incompetence,negative
difficulties shortness breath 12 weeks access gp practice nurse prescribed antibiotics two weeks ago avail attempted e consult 4 days ago statement reply 48 hours replied seconds spare say would reply within 48 hours message today make appt bloods…complaint shortness breath chest xray spirometer tried call nurse appointment bloods 1355 today 25 queue requested phone back phone back lines busy 1600 cut complaint accident emergency yet refuse sit ae 24 hours sincerely hope condition serious,negative
xray told radiographer contact surgery results 7 working days told surgery someone going look xray would take 7 days letting know results leave person injury could making lot worse 2 weeks opinion appalling service,negative
rang ask consultation son strep finished antibiotics still bad cough fever taking name receptionist decided say full capacity decided lie prerecorded message said,negative
extreme throat pain barely swallow lost voice coughing regularly treated following nhs website advice covonia ibuprofen lot liquid past five days symptoms worsening filled form requesting see gp surprise referred see pharmacist course needed call appointment dont voice one hear needed ask neighbour call behalf wait line 45 min received answer unreasonable see gp types symptoms seems want force people go private first time happened clinic need start looking reliable one something worse happens,negative
copy email health minister local mp dear rarely contact gp unless contact asked go annual review text husband attended clinic told would contacted phone week later practice nurse telephone appointments cancelled due unforseen circumstances meantime put request repeat prescriptions husband received texts saying prescriptions would renewed arranged gp telephone appointment went surgery morning 8am opening 9th queue 2 people came rang surgery 8am prompt told number 40 queue eventually got desk obtained two gp appointments found husbands telephone number wrong despite receiving texts previously 8am 5 day week working suggest visit surgery day maybe would hands experience put system right unfortunately post long anything,negative
im sure even doctors hold minimum half hour even get get often informed appointments good enough,negative
receptionist extremely rude difficult talk system call appointments gives appointments people likes,negative
attended billinge surgery morning 30012024 grandson whose appointment 845am didnt see doctor 930am people came us went us happy situation realise new doctors supporting staff excuse hope improve time goes,negative
disappointed doctor appointment obnoxious would listen anything say however 1 never see doctor,negative
well spent lovely 30 mins time trying book appointment online apparently put online forms booked see phyiotheropists service without consultation dr ongoing ailment newi getting sick tired able walk call appointment remember last time offered face face appointment st austell one worst practices cornwall,negative
receptionist interrupted explaining try manipulate conversation without hearing full story ended wrong changing answer let speak first place wouldnt caused undue stress got point quicker shouldnt assume know answers finished explaining story time also notice dont let write real review get change many times,negative
hard get call back many days submitting request talk doctor ’ going feeling let alone asking see doctor still waiting 3 days date call back,negative
trying 3 weeks contact practice arrange appoint contraceptive update tried phone online form able get received nothing back,negative
elderly people walking problems stand time queue seats available also go another lime tree practice one registered garden fence staff administering vaccine nice,negative
handed repeat prescription request form member staff surgery saturday 30 september thought flu vaccination insisted taking form said told would get right person approval ’ controlled drug form clearly states whose approval needed today saturday 7 october pharmacist told prescription received went surgery receptionist confirmed record form handed controlled drug nothing monday first incident little one year counting todays incident form left reception mislaid left dropoff box mislaid put someones desk forgotten needed gps nurses always treated children compassion patience professionalism although havent seen doctor years hope still case however confidence practice management receptionist also suggested call 111 try obtain shortterm emergency supply however pharmacist told done without prescription surgery ill survive monday check approved passed go back handing request form receptionist personally every month checking next day every subsequent day im told approved processed asking pharmacist confirm happened certain unless change way manage repeat prescriptions happen,negative
father went appointment ongoing issues ’ struggling explaining everything ’ going around 10 minutes appointment doctor said appointment long ’ help appointment took long apparently 10 minutes long… advised book another appointment issue doctors red roofs really ’ care anyone ’ health clearly bored job gp surgery used good really need step services really disappointed father treated today,negative
absolutely disgusted could get appointment 5 month old baby explaining congested chesty cough ’ taking bottles asked manager supervisor come phone wanted ask babies ’ priority constantly told ’ busy yes got extremely angry swear baby unwell needs check done takes 2 minutes seems priority babies taken surgery since baby 30 years last couple years horrendous get appointments babies,negative
son 7 month old taking gp 2 weeks old today went gp infection coming back time get antibiotics asked doctor whats causing infection told would know doctor doesnt know guess highly recommend looking another gp,negative
used gp service couple times referred online form contact doctor doctor said need routine appointment booking team send appointment soon possible monday friday still booking extremely poor people suffering unnecessarily,negative
need call practice forget never answer reach front phone queue phone line drops ’ called surgery reception one picked even though receptionist phone old invalid get surgery deal matters person ’ bother registering,negative
months request medication online experiencing medication missing orders call practice ask call pharmacy etc called pharmacy learnt practice hasnt requested right dose one medication didnt request another medication need monthly wonder keep happening much effort chase medication every month efficient think happening patients pharmacist used request prescriptions practice didnt issue efficient professional going wrong multiple medical problems adding stress life dont need,negative
know helpful gps impossible see unable prebook appointments future appointments made day 0800 advised receptionist practically impossible get phone also difficult phone queue work advised queue outside 0800 queue outside work,negative
6 awful phone calls service time refused us appointment first time urine infection refused see us common women go away ended e fee days later escalated point blood urine weeks ago called partner stating need letter permanent gender change give passport office order get passport new name gender refused saying job even though passport office said go gp unable go parents wedding cant get passport partner addition called today infected cat bite went pharmacy said call gp ask antibiotics hold 20 minutes lady answered phone disrespectful sounded annoyed us calling told us infected know cat even though 80 cat bites get infected 13 cat bites hand end hospitalisation intravenous antibiotics said shell put us duty list doctor call asked would today scoffed said uh yeah duty list like supposed know highly unprofessional rude conversation completely unacceptable believe making medical judgement patients apparently medical knowledge dismissed pharmacy opinion statistically incorrect especially hadnt seen bite argue way getting believe infected shouldnt changing gp immediately,negative
’ shocking spoke two doctors one day neither concerned pus filled sack 20 month old son take hospital first thing nurse said drained straight away left like doctors said redbourn son could lost finger thumb ’ shocking put son day,negative
main concern regarding practice ia difficulty speaking surgery easy time since new system come feel much worse tried let surgery know need waiting list flu vaccine kept waiting phone 25 minutes hoping would eventually get top queue end gave sheer frustration past occasion need appointment though tried 8am phone continually engaged 45 minutes get appointments available great concern diabetic addition need regular blood tests thyroid appreciate busy practice order cope feel personell needed answer phone complaint staff generally pleasant inaccessability able speak someone phone worrying stressfull particularly elderly living,negative
testing positive covid 19 september underlying health conditions feeling extremely unwell tried get day request covid meds given previously givendue vulnerability last call 1815 left holding phone left holding till practice closed tried request via patches preferred contact root got message patches say surgery closed staff training 20042023 great sent following message practice feeling unwell tried get phone today tried preferred contact root patches date april 23 etc aim sure practice manger someone needs word message 9 months date ’ tested covid 2 days ago feeling worse breathing need doctor sort covid meds per last infection please advise u received message changing gp new year year practice standard r u sending review messages seen latest today u ring ’ know ’ past ’ given practice great reviews surveys 1 poor ’ think harsh following day two calls messages blank message discuss email poorly take one 1 message please contact surgery recent ecg ecg monitor 3 days days earlier ’ ’ complaint contact since thursday 28th december received letter consultant via mymft copied height general practice copied emailed practice make sure prescription sent pharmacy asap response checking pharmacy lunchtime today 020124 nothing sent via doctors gets worse calling check prescription 3 queue call back 5 queue hour tried home number disconnect mobile holding number gets worse try patches aim blocked go nhs site appointment 4 jan amin call letter total disgrace meantime aim getting worrying results consultant ’ absolutely disgraceful,negative
received timely response satisfactory consultation gp advised following discussion reading symptoms reported necessary face face appointment advised reception team would call advise appointment within week stressed necessary contact surgery arrange appointment received call promised would 4 5 star review however 6 working days 8 calendar days later call received symptoms getting worse appointment booked feel forgotten run 0830 gauntlet plead appointment makes question value service,negative
one minute stated opening time online submissions 1300 “ slots ” available ’ tried 3 times submit request low dose aspirin previously prescribed opthalmologist added repeat prescriptions difficult time consuming want run internet practice surely allow access,negative
tried make appointment via online service absolutely awful service spent 19 minutes trying log change password remember memorable word got still couldnt understand make appointment online illiterate worse booking online service ever extremely frustrated ended calling make appointment amd phone triage reception doesnt make appointments doctors meant see doctor twice way awful awful way trying take care health see doctor phone call 1st awful way business one good experience doctor practice one phonetic even person top building awful 1960s feels like clinical cold welcoming place wont even talk lack parking think total 5 parking spots total end trying park edge forest terrible service terrible triage practice cant see doctor twice even wanted terrible online service terrible building parking go somewhere else youre want treated like human,negative
phoned book son appointment morning attitude got receptionist gross made mad literally got spoken like st,negative
tying get appointment ring first thing morning work friendly unable get appointment choice thus isnt ideal working people give appointment 1030 330 make appointment working never appointment 1000,negative
went back june male phlebotomist rude moment called sat room yelled name times could bothered come see hard hearing possibly b left top blood results still come back extremely unhappy would recommend getting bloods done unprofessional,negative
anima triage system forces fill huge questionnaire revealing information currently held medical records time need appointment wait 2 days gp appointment invitation arrives discover anima allow actually book appointment sit 20 minute queue speak receptionist book appointment used book directly 5 minutes,negative
blood test 55 weeks ago wasnt air mid app still wouldnt answers finally day follow appointment came sat waiting 35 minutes went speak receptionist kept insisting would next however 35 minutes appointment would cancelled said service wasnt good enough asked wanted rearrange however evening appointments available left surgery still without seeing dr future appointment absolutely abysmal service find alternative surgery asap,negative
2023 guys live 70s called request repeat prescription told isnt possible id visit surgery see doctor course post written note need equivalent suggestions box wait 72 hours relief something pressing today 2023 way surgery employs rudest staff could meet repeat mantra policies like robots awareness backwards 2023 people visit terrible surgery lowered service standards last 1520 years,negative
staff really rude quick dismiss asking help something straight away dismiss putting patchs already told closed called 8am morning dot ridiculous ’ speak patchs need help actually human right,negative
first waited 55 minutes poorly 2 year old couple missed appointment 30 minutes 😡and still got seen us seeing doctor 🙄 went get prescription chemist someone else prescription disgusting 🤬,negative
helped man got going health condition difficult book appointment see doctor via telephone tried call line waited 1hrs heard sound someone hung phone called go back queued finally manage speak female receptionist told book via app go ae gp accept booking face2face gp booking via telephone man smart phone download app write read english wont able book said someone help gp fill online appointment forms help person bring along interpreter gp makes difficult appointment see gp caused much frustration feels ignored seem practice care patient would recommend gp anyone especially english language 1st language isolated computer skill book appointment online bad practice need nhs patient advice liaison service see hopefully improvement help patient reach doctor health problem,negative
attend lesion back told could cancer told photo send link asked days later received looked said sent told received medical practitioner dealing away due bereavement made another appointment see doctor told photos taken phone good taken special camera one nurse wouldnt two days laterthen said nurse came call patientwhen asked could possibly take photos told possible two weeks limbo wait photos seen specialistcould said im happy,negative
sure need get appointment surgery call 800 done 3 days running number 28 30 queue waiting 30 mins answered appointments available turned person 745 appointments poor man front explain visit heard problem testicles along gaining full name date birth looked online appointments tomorrow try something needs done never per bookable appointments ’ get one calling 8 ’ even get walkin got one worse surgeries colchester,negative
want express growing frustration difficulties securing appointment surgery even prebooked sameday slots despite calling nearly every day repeatedly told call back later following day resolution provided recently trying book nonurgent appointment child however delay securing one made situation pressing call 8am asked ’ emergency answer honestly ’ refused appointment advised call back 1pm appointments often fully booked due high demand understand immense pressures surgeries facing current system obtaining appointment clearly ineffective unlike surgeries area utilise digital technology relies solely telephone appointments available 8am 1pm times particularly inconvenient working individuals like instance 8am often driving work 1pm office limited phone reception try stepping outside call find queue 30 opting callback ’ resolve issue either ’ often back office surgery attempts contact making impossible coordinate ’ baffling online booking system email text confirmation implemented many surgeries adopted approach successfully experience seeking care surgery disheartening deeply frustrating especially children ’ health involved previous surgery though equally busy managed prioritise children ’ appointments offered system worked patients urge surgery review modernise appointment booking process better serve patients needs really hope address concerns promptly improve access service quality everyone,negative
trying get appointment busy work schedule give “ call back 8am morning tomorrow ” couple times appointments left really bad rash still unable get rid currently still dealing called gp place shut still suffering still unable help absolutely ridiculous reviews fake way anyone giving 5 star rating place look google reviews see never left review done place trust,negative
requested repeat prescription via prescription email plenty time would run received automatic reply say processed couple days later received email stating prescription gp signing went chemist work following day thursday evening prescription following called surgery told need medication review explained review 2 months asked contacted need another review soon last receptionist could answer apart saying need review sent booking link earliest date available 3 weeks time would without medication called surgery back told uncertain terms nothing could done call 800 morning absolutely joke helpful tried calling 800 next morningfriday message stated take call moment call back later cut frustrating however persevered finally found caller number 28 press 5 call back hour later received call back told appointments explain whole story medication said would run long review told receptionist would put request gp enough tide would chemist later dayi decided work 5pm friday evening call check prescription signed going chemist told still doctor asked someone could ask doctor sign would enough medication weekend course receptionist would ask said ok go without medication acceptable compliant medication im sure doctor would something say seems ok go without suits surgery finaly able collect medication monday afternoon go medication whole weekend unbelievable communication shockingly bad requested medication plenty time nobody bothered contact keep going backwards forwards find going get medication might add years problem need another med review soon last one nobody seems know anything top battle withe 800 scrum rest dartford good enough total incompetence surgery needs good shake start looking patients clearly needs better communication staff training know one seems know anything unhappy patient,negative
